user_id,movie_id,actual_rating_hybrid,Hybrid_predicted_rating,actual_rating_matrixf,predicted_rating
357,977,5,3.578322,5.0,5.0
130,53,3,3.808481,3.0,3.0
538,172,4,3.9316044,4.0,4.0
883,20,4,3.4954553,4.0,4.0
602,538,4,3.7119408,4.0,4.0
254,90,1,2.7114964,1.0,1.0
757,827,3,2.4455843,3.0,3.0
880,186,4,3.8762336,4.0,4.0
208,524,4,4.1395826,4.0,4.0
314,697,3,4.038626,3.0,3.0
363,72,1,2.7100635,1.0,1.0
437,144,2,3.6978083,2.0,2.0
406,1203,2,3.3203254,2.0,2.0
248,257,3,3.4609783,3.0,3.0
766,193,3,3.4421105,3.0,3.0
109,823,3,2.9758625,3.0,3.0
902,326,3,3.0031652,3.0,3.0
363,54,3,2.8913095,3.0,3.0
924,134,4,4.213026,4.0,4.0
219,13,1,3.383244,1.0,1.0
60,493,5,4.608305,5.0,5.0
484,95,4,4.5841503,4.0,4.0
90,182,3,4.3455396,3.0,3.0
746,222,3,3.5055256,3.0,3.0
267,1185,2,2.5038316,2.0,2.0
294,295,4,3.5040898,4.0,4.0
290,692,5,3.5116725,5.0,5.0
933,1028,2,2.022512,2.0,2.0
59,201,4,4.0428877,4.0,4.0
393,566,3,3.6637502,3.0,3.0
110,55,3,3.410064,3.0,3.0
7,90,3,3.5653296,3.0,3.0
178,178,4,4.546758,4.0,4.0
913,276,3,3.403851,3.0,3.0
159,832,3,2.8603125,3.0,3.0
660,2,2,2.5666604,2.0,2.0
181,112,1,1.0012097,1.0,1.0
887,210,5,4.7867293,5.0,5.0
806,483,4,4.459097,4.0,4.0
286,22,4,4.1273117,4.0,4.0
805,352,5,2.3324997,5.0,5.0
254,951,4,2.3926644,4.0,4.0
18,489,4,3.9973724,4.0,4.0
410,315,4,3.3011367,4.0,4.0
887,1,5,5.035705,5.0,5.0
158,144,4,3.8682842,4.0,4.0
423,286,4,3.9807513,4.0,4.0
308,170,3,4.3294697,3.0,3.0
211,443,1,3.2726507,1.0,1.0
655,58,3,2.9617019,3.0,3.0
486,245,3,2.858314,3.0,3.0
815,1204,5,3.7286637,5.0,5.0
559,12,3,4.228153,3.0,3.0
867,257,4,4.112122,4.0,4.0
119,831,2,2.6918826,2.0,2.0
918,704,4,2.6031532,4.0,4.0
396,1215,2,2.2500372,2.0,2.0
561,186,3,2.9421668,3.0,3.0
59,274,1,3.5930314,1.0,1.0
87,1189,5,4.835354,5.0,5.0
405,1101,3,2.2080693,3.0,3.0
196,428,4,3.8135786,4.0,4.0
92,91,3,3.1273215,3.0,3.0
280,234,3,3.3167822,3.0,3.0
698,357,4,3.5876245,4.0,4.0
7,544,3,3.7278118,3.0,3.0
588,186,4,4.003111,4.0,4.0
881,655,4,3.5683827,4.0,4.0
474,470,3,3.65536,3.0,3.0
588,25,4,3.655333,4.0,4.0
437,91,3,4.237708,3.0,3.0
497,33,4,3.5371103,4.0,4.0
305,863,4,3.284088,4.0,4.0
417,82,4,3.431331,4.0,4.0
455,121,4,3.2454262,4.0,4.0
889,65,4,3.059359,4.0,4.0
694,474,4,4.4092145,4.0,4.0
233,371,5,3.371621,5.0,5.0
774,214,3,2.06147,3.0,3.0
577,407,4,2.643533,4.0,4.0
698,175,3,2.7400012,3.0,3.0
151,491,4,3.9354188,4.0,4.0
123,9,5,3.7769527,5.0,5.0
911,151,5,3.4713092,5.0,5.0
56,869,3,3.2284412,3.0,3.0
275,210,4,3.379477,4.0,4.0
195,1013,3,1.9976331,3.0,3.0
87,871,4,2.6852336,4.0,4.0
851,1028,3,2.9365034,3.0,3.0
145,949,4,2.9929438,4.0,4.0
84,7,4,4.202963,4.0,4.0
727,474,3,3.6810849,3.0,3.0
437,672,1,2.728065,1.0,1.0
758,151,5,3.9284034,5.0,5.0
796,431,4,3.7631063,4.0,4.0
234,479,5,3.6013181,5.0,5.0
435,163,3,3.4701018,3.0,3.0
821,148,3,3.7679248,3.0,3.0
810,342,5,4.157696,5.0,5.0
99,182,4,4.4150405,4.0,4.0
472,202,5,4.360016,5.0,5.0
429,290,3,3.0245686,3.0,3.0
207,269,4,3.4502425,4.0,4.0
75,190,5,4.2505465,5.0,5.0
650,162,3,3.289288,3.0,3.0
797,257,5,2.7734315,5.0,5.0
21,595,3,2.6637275,3.0,3.0
59,618,4,3.7731984,4.0,4.0
10,527,4,4.240367,4.0,4.0
454,194,3,3.1926966,3.0,3.0
23,203,4,4.0523067,4.0,4.0
170,678,4,3.337006,4.0,4.0
10,604,4,4.511882,4.0,4.0
805,735,4,3.8065019,4.0,4.0
188,692,5,3.5273578,5.0,5.0
44,240,4,2.5975335,4.0,4.0
939,409,4,4.0973215,4.0,4.0
721,680,3,2.5629501,3.0,3.0
151,523,5,4.2646465,5.0,5.0
881,511,5,3.924007,5.0,5.0
764,472,3,3.213668,3.0,3.0
774,554,1,1.3156523,1.0,1.0
705,625,5,3.5306375,5.0,5.0
231,126,5,3.6710432,5.0,5.0
868,169,5,3.3970842,5.0,5.0
43,354,4,3.5919907,4.0,4.0
671,96,5,4.2759438,5.0,5.0
848,88,4,4.0668964,4.0,4.0
281,300,4,3.4661796,4.0,4.0
756,409,2,2.8482924,2.0,2.0
293,447,4,2.9357786,4.0,4.0
234,966,4,3.404756,4.0,4.0
149,268,4,2.9802241,4.0,4.0
209,249,2,3.2301903,2.0,2.0
755,264,2,2.3789134,2.0,2.0
813,326,3,2.9943464,3.0,3.0
222,71,4,3.7841804,4.0,4.0
807,1133,3,3.0472198,3.0,3.0
873,292,5,2.6598606,5.0,5.0
919,23,3,3.956764,3.0,3.0
222,48,5,3.9332902,5.0,5.0
379,709,5,4.444947,5.0,5.0
118,218,5,4.601438,5.0,5.0
773,427,3,3.8553572,3.0,3.0
682,317,4,3.6171649,4.0,4.0
524,429,2,3.9269724,2.0,2.0
398,203,4,3.6121645,4.0,4.0
102,403,3,2.6605015,3.0,3.0
64,196,4,3.6951134,4.0,4.0
403,258,4,4.1173873,4.0,4.0
918,1171,4,2.8773026,4.0,4.0
450,111,4,3.998646,4.0,4.0
891,118,4,3.473412,4.0,4.0
617,774,1,2.204289,1.0,1.0
504,322,4,3.5038323,4.0,4.0
542,28,4,3.8386583,4.0,4.0
102,686,3,2.851519,3.0,3.0
624,285,5,4.3649864,5.0,5.0
16,471,3,3.9551847,3.0,3.0
188,357,4,4.431056,4.0,4.0
393,258,4,3.792816,4.0,4.0
328,736,3,3.9008265,3.0,3.0
78,813,2,3.4834056,2.0,2.0
796,153,5,3.9790723,5.0,5.0
699,234,3,3.4333358,3.0,3.0
534,121,4,4.4317765,4.0,4.0
868,640,5,2.6402106,5.0,5.0
619,332,4,3.2628455,4.0,4.0
406,712,3,2.92935,3.0,3.0
21,987,3,2.2660844,3.0,3.0
58,156,5,4.2045784,5.0,5.0
69,307,2,3.7633426,2.0,2.0
870,428,4,3.4325833,4.0,4.0
276,219,4,3.1539102,4.0,4.0
210,654,5,4.969425,5.0,5.0
326,22,4,3.7414308,4.0,4.0
880,627,3,3.2233987,3.0,3.0
761,263,1,1.7060777,1.0,1.0
292,276,5,3.7666473,5.0,5.0
437,83,4,4.278035,4.0,4.0
380,750,4,3.1738262,4.0,4.0
861,321,1,3.4279995,1.0,1.0
759,678,2,3.406704,2.0,2.0
607,275,4,3.6812816,4.0,4.0
182,100,3,4.0618963,3.0,3.0
332,746,5,4.413346,5.0,5.0
125,395,3,2.3985841,3.0,3.0
511,678,2,3.4225454,2.0,2.0
323,238,4,3.7580109,4.0,4.0
870,168,4,3.559373,4.0,4.0
263,528,4,4.471287,4.0,4.0
428,908,4,3.4414377,4.0,4.0
11,332,5,3.2458847,5.0,5.0
405,545,1,1.0560988,1.0,1.0
731,482,3,3.7327332,3.0,3.0
586,231,3,2.7008,3.0,3.0
788,133,5,3.4788609,5.0,5.0
790,436,4,3.3015542,4.0,4.0
564,1399,2,2.5627513,2.0,2.0
922,450,4,2.1430666,4.0,4.0
95,356,4,3.4454398,4.0,4.0
758,29,3,3.0210683,3.0,3.0
239,633,5,4.299516,5.0,5.0
279,576,3,3.2670286,3.0,3.0
877,237,4,3.7563848,4.0,4.0
825,925,4,3.539713,4.0,4.0
291,5,5,3.4722824,5.0,5.0
286,737,4,3.4654937,4.0,4.0
151,162,5,3.8296444,5.0,5.0
178,491,4,3.9401648,4.0,4.0
496,252,2,2.3651874,2.0,2.0
489,1613,4,3.623265,4.0,4.0
381,14,5,3.9236512,5.0,5.0
14,427,5,4.606387,5.0,5.0
465,98,4,3.739592,4.0,4.0
125,210,5,3.9331532,5.0,5.0
537,670,2,2.1254137,2.0,2.0
305,403,2,2.7129555,2.0,2.0
354,305,4,3.448762,4.0,4.0
218,100,4,3.8860197,4.0,4.0
387,20,4,3.2149043,4.0,4.0
468,22,5,4.3116403,5.0,5.0
451,457,2,1.8247336,2.0,2.0
405,606,3,2.3868732,3.0,3.0
805,588,2,3.5619984,2.0,2.0
398,607,3,3.5684476,3.0,3.0
313,427,5,3.9764552,5.0,5.0
194,383,1,1.5412002,1.0,1.0
495,435,5,4.4606495,5.0,5.0
515,690,2,3.0323658,2.0,2.0
291,232,4,3.675786,4.0,4.0
307,193,3,4.1804047,3.0,3.0
200,934,2,2.8312292,2.0,2.0
669,480,5,4.2264047,5.0,5.0
682,328,3,3.2120223,3.0,3.0
918,340,1,3.0821085,1.0,1.0
661,192,4,4.424239,4.0,4.0
38,1030,5,2.9386444,5.0,5.0
190,327,2,3.364649,2.0,2.0
299,498,4,3.7359567,4.0,4.0
18,517,2,3.9251246,2.0,2.0
776,5,4,3.1091068,4.0,4.0
645,22,4,3.977497,4.0,4.0
889,718,4,3.677332,4.0,4.0
447,281,3,3.0731828,3.0,3.0
507,751,5,5.036255,5.0,5.0
816,687,2,2.8810446,2.0,2.0
389,204,4,3.920634,4.0,4.0
310,24,4,3.7884214,4.0,4.0
302,879,2,2.6972575,2.0,2.0
882,739,4,3.6023102,4.0,4.0
313,100,5,4.088929,5.0,5.0
145,1279,1,3.0401554,1.0,1.0
805,527,3,3.8846307,3.0,3.0
59,640,5,3.0830824,5.0,5.0
221,407,2,2.6339192,2.0,2.0
354,716,3,2.9604764,3.0,3.0
201,10,3,3.3798122,3.0,3.0
796,762,3,3.3410609,3.0,3.0
151,709,5,4.3306727,5.0,5.0
409,538,3,3.2239132,3.0,3.0
75,117,4,3.8123424,4.0,4.0
365,309,1,2.7049575,1.0,1.0
318,26,5,3.4247599,5.0,5.0
933,100,5,3.4997883,5.0,5.0
599,1357,2,4.588154,2.0,2.0
638,241,3,3.278489,3.0,3.0
466,344,5,3.5809975,5.0,5.0
222,566,4,3.512226,4.0,4.0
682,276,3,3.4565616,3.0,3.0
299,61,4,3.8154902,4.0,4.0
518,919,5,4.24407,5.0,5.0
241,880,5,3.4430432,5.0,5.0
163,305,2,3.104919,2.0,2.0
250,271,4,3.4258657,4.0,4.0
151,196,4,4.2283936,4.0,4.0
374,15,3,3.7832289,3.0,3.0
807,135,5,4.007328,5.0,5.0
892,184,4,3.8112752,4.0,4.0
526,346,3,3.1369853,3.0,3.0
347,260,1,2.501293,1.0,1.0
663,975,4,2.6425977,4.0,4.0
126,878,5,2.1800585,5.0,5.0
9,521,4,4.8439217,4.0,4.0
859,1315,4,3.6294117,4.0,4.0
880,748,4,2.9777257,4.0,4.0
643,50,4,4.5149994,4.0,4.0
927,535,3,3.3851168,3.0,3.0
593,255,5,3.1429205,5.0,5.0
615,666,2,3.0217347,2.0,2.0
180,469,5,3.95741,5.0,5.0
345,28,3,3.9032884,3.0,3.0
136,89,4,4.7054763,4.0,4.0
542,871,2,2.0910273,2.0,2.0
155,324,2,3.1092267,2.0,2.0
490,333,3,3.1413908,3.0,3.0
767,481,5,4.0979633,5.0,5.0
403,864,4,3.3132062,4.0,4.0
592,483,5,4.870037,5.0,5.0
775,331,4,3.426556,4.0,4.0
344,405,2,3.2539976,2.0,2.0
276,249,4,3.0587158,4.0,4.0
312,207,5,4.225855,5.0,5.0
64,603,3,3.9742894,3.0,3.0
83,1047,2,2.7980294,2.0,2.0
178,729,4,3.5336294,4.0,4.0
500,358,4,2.4449372,4.0,4.0
588,395,4,2.483887,4.0,4.0
358,1266,4,4.4095535,4.0,4.0
374,979,3,3.265575,3.0,3.0
7,571,3,2.7778978,3.0,3.0
592,269,4,4.1055923,4.0,4.0
889,747,4,3.1399608,4.0,4.0
932,506,4,4.123481,4.0,4.0
627,597,3,2.693293,3.0,3.0
622,248,4,3.5752654,4.0,4.0
690,1273,3,2.3759115,3.0,3.0
614,147,5,3.518825,5.0,5.0
757,156,3,3.9083173,3.0,3.0
62,931,1,1.7979656,1.0,1.0
406,511,5,3.72055,5.0,5.0
923,456,4,2.9477477,4.0,4.0
234,8,5,3.2471368,5.0,5.0
62,227,1,2.8815312,1.0,1.0
699,323,4,2.5503664,4.0,4.0
406,508,4,3.3427281,4.0,4.0
6,463,4,3.687646,4.0,4.0
151,484,4,4.437806,4.0,4.0
479,422,3,2.670393,3.0,3.0
902,250,4,3.1577637,4.0,4.0
175,496,5,4.019635,5.0,5.0
406,1008,4,3.295865,4.0,4.0
24,173,5,4.4967365,5.0,5.0
125,194,5,3.9167511,5.0,5.0
684,117,4,3.8478773,4.0,4.0
524,22,3,3.6544652,3.0,3.0
343,823,3,3.0696106,3.0,3.0
932,180,4,4.1835933,4.0,4.0
176,919,2,4.3808656,2.0,2.0
346,546,4,2.9749928,4.0,4.0
458,83,4,4.2209253,4.0,4.0
529,269,3,4.1357064,3.0,3.0
939,127,5,5.5567765,5.0,5.0
865,411,1,1.9990016,1.0,1.0
82,218,3,2.7597678,3.0,3.0
302,258,3,3.0706172,3.0,3.0
619,809,1,3.2429986,1.0,1.0
804,96,5,4.3127723,5.0,5.0
128,181,4,4.0092416,4.0,4.0
144,357,4,4.1623607,4.0,4.0
64,230,5,3.322434,5.0,5.0
441,342,4,3.0862222,4.0,4.0
664,481,5,3.791964,5.0,5.0
542,63,3,2.9380674,3.0,3.0
253,237,4,3.7096515,4.0,4.0
92,40,3,2.5404863,3.0,3.0
768,597,2,3.1420197,2.0,2.0
724,995,1,2.0196664,1.0,1.0
95,679,2,2.6760902,2.0,2.0
158,593,4,4.270405,4.0,4.0
758,542,2,2.9745593,2.0,2.0
537,315,4,3.5204182,4.0,4.0
325,542,2,1.7945594,2.0,2.0
410,882,3,2.6137807,3.0,3.0
880,55,3,3.9586759,3.0,3.0
452,465,5,3.1903386,5.0,5.0
125,999,4,2.714553,4.0,4.0
90,208,3,4.5904365,3.0,3.0
325,82,3,2.7919872,3.0,3.0
128,790,4,2.754578,4.0,4.0
209,813,5,3.4309163,5.0,5.0
534,24,5,4.5296197,5.0,5.0
844,511,3,4.3257523,3.0,3.0
102,778,3,3.0625143,3.0,3.0
699,1013,3,1.866177,3.0,3.0
372,288,5,4.2109294,5.0,5.0
200,760,4,3.5166945,4.0,4.0
664,518,4,3.6393688,4.0,4.0
361,466,4,3.2381692,4.0,4.0
373,707,4,3.91147,4.0,4.0
797,294,3,2.1455357,3.0,3.0
385,871,1,1.9265314,1.0,1.0
286,1035,3,3.318436,3.0,3.0
555,47,2,4.0734982,2.0,2.0
64,212,3,3.1472888,3.0,3.0
370,443,5,3.2051597,5.0,5.0
698,988,1,1.1516398,1.0,1.0
53,15,5,3.7754796,5.0,5.0
366,443,5,4.9357114,5.0,5.0
52,235,2,3.3606114,2.0,2.0
749,578,3,3.275179,3.0,3.0
18,223,5,4.1638513,5.0,5.0
715,629,2,3.1454258,2.0,2.0
881,768,3,2.487901,3.0,3.0
356,892,1,2.9278374,1.0,1.0
716,192,3,4.2172966,3.0,3.0
13,234,5,3.4863124,5.0,5.0
117,33,4,3.82687,4.0,4.0
195,213,4,3.860148,4.0,4.0
540,820,3,3.3887897,3.0,3.0
519,909,5,4.952945,5.0,5.0
756,1074,4,2.786364,4.0,4.0
111,242,4,3.8180635,4.0,4.0
291,568,4,3.916018,4.0,4.0
129,269,4,3.0302927,4.0,4.0
570,243,1,2.2112799,1.0,1.0
429,132,3,3.8280084,3.0,3.0
399,9,3,3.7739408,3.0,3.0
353,328,2,3.1653214,2.0,2.0
202,423,3,2.7960432,3.0,3.0
234,132,4,3.264734,4.0,4.0
346,1018,3,2.6961632,3.0,3.0
774,674,2,1.5431545,2.0,2.0
101,412,2,2.0170524,2.0,2.0
255,405,4,2.4220095,4.0,4.0
682,1074,4,2.396288,4.0,4.0
663,284,4,3.2797368,4.0,4.0
405,1394,1,2.3467653,1.0,1.0
276,128,4,3.501534,4.0,4.0
235,193,5,3.9393609,5.0,5.0
559,182,4,3.7789466,4.0,4.0
262,72,3,3.0218492,3.0,3.0
297,12,5,4.1323967,5.0,5.0
752,748,4,3.235605,4.0,4.0
660,347,3,2.6546874,3.0,3.0
59,480,5,4.1351557,5.0,5.0
840,88,4,3.4327652,4.0,4.0
399,155,2,2.9663486,2.0,2.0
555,129,4,4.154776,4.0,4.0
252,124,5,4.741617,5.0,5.0
189,176,4,3.9758892,4.0,4.0
138,182,4,4.504591,4.0,4.0
378,432,4,3.5860643,4.0,4.0
314,15,5,4.132932,5.0,5.0
313,23,4,3.8171148,4.0,4.0
330,823,3,3.8398113,3.0,3.0
940,549,2,3.0266678,2.0,2.0
406,432,5,3.4205532,5.0,5.0
275,252,2,2.3355503,2.0,2.0
747,194,3,4.366165,3.0,3.0
351,286,5,4.286816,5.0,5.0
761,275,4,3.7986846,4.0,4.0
416,8,5,4.1225605,5.0,5.0
853,748,2,2.4140637,2.0,2.0
543,176,4,3.6811519,4.0,4.0
321,205,5,3.7410378,5.0,5.0
918,428,5,3.3956945,5.0,5.0
653,708,2,2.5213583,2.0,2.0
739,132,4,4.2234855,4.0,4.0
43,51,1,3.4713802,1.0,1.0
838,748,3,3.239395,3.0,3.0
256,243,4,3.3465905,4.0,4.0
677,268,5,3.5070186,5.0,5.0
567,705,5,4.0484,5.0,5.0
254,610,2,3.2098575,2.0,2.0
81,318,5,4.3428736,5.0,5.0
798,380,3,3.062127,3.0,3.0
815,650,2,3.4453888,2.0,2.0
889,207,3,3.6651583,3.0,3.0
749,191,4,4.521018,4.0,4.0
631,1527,2,1.9355797,2.0,2.0
57,264,2,2.8642707,2.0,2.0
399,372,3,2.9407175,3.0,3.0
804,89,4,4.097611,4.0,4.0
16,423,5,4.389016,5.0,5.0
87,521,3,4.289583,3.0,3.0
878,155,3,2.1674886,3.0,3.0
83,944,3,3.037655,3.0,3.0
168,282,5,3.39484,5.0,5.0
924,82,4,3.3969908,4.0,4.0
660,318,3,3.4304209,3.0,3.0
940,1401,1,3.3269303,1.0,1.0
85,124,5,3.8905442,5.0,5.0
92,761,2,3.1533504,2.0,2.0
548,654,5,4.4414907,5.0,5.0
803,339,3,3.130962,3.0,3.0
181,1296,1,1.5446861,1.0,1.0
248,98,5,3.7482665,5.0,5.0
293,685,3,2.7361317,3.0,3.0
16,31,5,4.062153,5.0,5.0
298,402,3,3.5879238,3.0,3.0
75,508,4,3.8014703,4.0,4.0
501,1014,4,3.1377149,4.0,4.0
150,628,4,3.5183408,4.0,4.0
216,402,2,3.5275912,2.0,2.0
576,319,3,3.0028696,3.0,3.0
363,8,5,3.3793955,5.0,5.0
70,576,2,3.1144655,2.0,2.0
613,28,3,4.360155,3.0,3.0
759,756,4,3.4713645,4.0,4.0
130,532,5,4.0202165,5.0,5.0
394,181,4,4.617924,4.0,4.0
284,306,4,4.5959816,4.0,4.0
445,844,2,1.9495031,2.0,2.0
190,333,4,3.4796193,4.0,4.0
917,328,2,3.054943,2.0,2.0
642,731,5,3.6685052,5.0,5.0
655,525,2,3.565275,2.0,2.0
790,328,3,3.0589862,3.0,3.0
738,96,5,3.9890392,5.0,5.0
177,200,4,3.2495635,4.0,4.0
144,127,4,4.164169,4.0,4.0
11,277,5,3.460877,5.0,5.0
711,48,4,4.5233283,4.0,4.0
802,674,2,2.9098034,2.0,2.0
757,117,4,3.4822419,4.0,4.0
573,479,4,3.904736,4.0,4.0
165,258,5,4.0358663,5.0,5.0
144,15,4,3.6380177,4.0,4.0
933,569,1,2.109396,1.0,1.0
314,405,4,3.5365958,4.0,4.0
23,705,4,3.851269,4.0,4.0
286,402,3,3.9407144,3.0,3.0
539,238,3,4.138399,3.0,3.0
472,540,3,3.5897503,3.0,3.0
417,167,3,2.7752779,3.0,3.0
595,14,5,4.2945757,5.0,5.0
314,151,4,4.10928,4.0,4.0
59,135,5,4.285332,5.0,5.0
378,28,4,3.975041,4.0,4.0
184,196,4,3.8112128,4.0,4.0
224,333,3,3.3262486,3.0,3.0
452,502,2,3.8595157,2.0,2.0
13,193,5,3.7784348,5.0,5.0
922,212,2,3.1900072,2.0,2.0
551,157,4,4.060915,4.0,4.0
110,791,2,2.5127735,2.0,2.0
666,632,4,3.6689208,4.0,4.0
221,76,4,3.694301,4.0,4.0
141,742,4,3.8469386,4.0,4.0
271,134,3,4.3135533,3.0,3.0
222,596,3,3.0291314,3.0,3.0
359,751,4,3.6359582,4.0,4.0
921,252,4,2.9178526,4.0,4.0
455,678,3,2.5648453,3.0,3.0
943,559,4,3.0278769,4.0,4.0
389,286,2,3.644609,2.0,2.0
409,153,4,3.25128,4.0,4.0
882,66,4,3.9926147,4.0,4.0
188,157,3,3.6838698,3.0,3.0
798,1249,4,2.9351974,4.0,4.0
804,288,1,3.9359093,1.0,1.0
280,780,4,3.292425,4.0,4.0
654,300,5,3.8035283,5.0,5.0
619,226,5,3.3513618,5.0,5.0
159,323,4,3.2885184,4.0,4.0
194,944,2,1.9112235,2.0,2.0
268,145,1,2.2055352,1.0,1.0
303,200,4,3.5433004,4.0,4.0
43,54,3,3.1855347,3.0,3.0
843,526,3,2.7965822,3.0,3.0
442,403,4,3.1508985,4.0,4.0
551,164,4,4.1052456,4.0,4.0
393,934,3,2.6761372,3.0,3.0
640,1016,3,3.8173676,3.0,3.0
44,121,4,3.7410116,4.0,4.0
916,1220,3,3.1976674,3.0,3.0
346,785,3,3.1112938,3.0,3.0
757,751,3,3.2406273,3.0,3.0
790,203,4,3.5015144,4.0,4.0
553,182,3,4.160608,3.0,3.0
870,202,3,3.5926147,3.0,3.0
721,288,3,3.590622,3.0,3.0
347,356,5,3.4031668,5.0,5.0
346,684,4,3.8911886,4.0,4.0
883,26,3,3.292921,3.0,3.0
591,662,3,3.8125827,3.0,3.0
717,290,3,3.3579075,3.0,3.0
717,995,5,3.4152112,5.0,5.0
409,79,4,3.4773836,4.0,4.0
831,316,3,4.010091,3.0,3.0
497,625,3,3.1925566,3.0,3.0
298,199,4,4.4463673,4.0,4.0
733,515,5,3.7542129,5.0,5.0
498,179,4,3.3304844,4.0,4.0
405,465,1,1.9315064,1.0,1.0
943,73,3,3.36128,3.0,3.0
129,748,2,2.0771222,2.0,2.0
663,323,2,2.8262644,2.0,2.0
339,81,5,3.7802234,5.0,5.0
655,291,3,2.8707008,3.0,3.0
654,4,4,3.7879133,4.0,4.0
464,286,3,4.158498,3.0,3.0
526,342,2,2.7557907,2.0,2.0
197,271,2,3.2681165,2.0,2.0
773,386,3,2.711274,3.0,3.0
453,456,3,1.8864664,3.0,3.0
10,708,4,3.9500134,4.0,4.0
490,993,1,2.722478,1.0,1.0
841,754,4,3.7781854,4.0,4.0
758,510,3,4.075698,3.0,3.0
864,111,3,3.7866573,3.0,3.0
238,151,2,3.601416,2.0,2.0
159,276,5,3.5518148,5.0,5.0
757,471,4,3.2623987,4.0,4.0
833,23,5,4.1740665,5.0,5.0
363,290,3,2.4804084,3.0,3.0
87,709,3,4.43222,3.0,3.0
184,1117,2,3.2557497,2.0,2.0
110,722,3,2.564699,3.0,3.0
707,170,5,4.0121307,5.0,5.0
854,458,3,2.7986045,3.0,3.0
314,731,4,3.4338808,4.0,4.0
747,180,5,4.0569663,5.0,5.0
401,65,4,2.6845438,4.0,4.0
593,172,4,4.1774063,4.0,4.0
883,61,5,4.141676,5.0,5.0
707,507,5,3.8526773,5.0,5.0
588,63,5,3.4991655,5.0,5.0
610,162,5,3.7840152,5.0,5.0
417,979,3,3.4476676,3.0,3.0
846,86,5,3.6690593,5.0,5.0
868,189,5,3.2196465,5.0,5.0
880,148,2,3.4795113,2.0,2.0
831,144,5,3.713192,5.0,5.0
576,125,4,3.2918062,4.0,4.0
21,872,2,3.150587,2.0,2.0
244,475,4,4.4224963,4.0,4.0
347,284,3,2.9572015,3.0,3.0
405,523,2,2.290694,2.0,2.0
29,678,3,2.950072,3.0,3.0
43,174,4,4.2930055,4.0,4.0
883,322,5,3.2203135,5.0,5.0
370,195,4,3.5852046,4.0,4.0
301,222,4,3.662055,4.0,4.0
409,514,5,3.4934578,5.0,5.0
795,132,3,3.8139362,3.0,3.0
168,678,1,2.6187148,1.0,1.0
216,315,5,4.2852974,5.0,5.0
727,38,1,2.4774237,1.0,1.0
64,234,4,3.5462594,4.0,4.0
402,511,5,4.267871,5.0,5.0
529,343,3,3.423634,3.0,3.0
884,165,3,3.9449937,3.0,3.0
429,87,3,3.7360754,3.0,3.0
381,525,5,4.4069014,5.0,5.0
12,216,5,4.123808,5.0,5.0
660,402,3,2.539147,3.0,3.0
207,509,4,3.4176264,4.0,4.0
13,32,4,3.7127132,4.0,4.0
727,616,2,3.2900705,2.0,2.0
131,1281,4,3.4147408,4.0,4.0
468,182,5,4.1268926,5.0,5.0
336,716,2,2.9589171,2.0,2.0
389,283,5,3.7073874,5.0,5.0
455,14,3,3.8380804,3.0,3.0
311,392,5,3.532458,5.0,5.0
7,53,5,3.257109,5.0,5.0
747,276,5,3.868672,5.0,5.0
318,419,5,4.219926,5.0,5.0
896,101,3,3.1373663,3.0,3.0
222,328,5,3.3299673,5.0,5.0
826,586,4,3.02212,4.0,4.0
16,69,5,4.638549,5.0,5.0
579,845,4,2.954578,4.0,4.0
130,1019,4,4.8969917,4.0,4.0
830,228,3,3.928305,3.0,3.0
409,211,4,3.628477,4.0,4.0
279,411,3,2.870018,3.0,3.0
200,401,2,3.2398725,2.0,2.0
283,432,5,4.372408,5.0,5.0
506,836,4,3.8874412,4.0,4.0
577,64,5,4.6516767,5.0,5.0
440,57,5,4.846528,5.0,5.0
517,111,3,3.3687205,3.0,3.0
189,204,5,3.9321945,5.0,5.0
781,56,3,3.859078,3.0,3.0
922,265,5,3.8019476,5.0,5.0
507,405,5,5.020525,5.0,5.0
327,327,3,2.806797,3.0,3.0
377,288,5,3.3866515,5.0,5.0
327,7,3,3.4009817,3.0,3.0
58,269,4,3.7950454,4.0,4.0
843,674,2,2.0032804,2.0,2.0
624,333,4,3.598155,4.0,4.0
535,505,4,3.8491688,4.0,4.0
606,129,3,4.0533276,3.0,3.0
429,192,3,3.9787397,3.0,3.0
624,742,4,3.6722734,4.0,4.0
394,168,5,4.6836185,5.0,5.0
938,815,3,3.2198749,3.0,3.0
840,191,4,4.880949,4.0,4.0
456,1328,4,2.9814777,4.0,4.0
85,855,3,3.7017107,3.0,3.0
49,419,4,3.7514572,4.0,4.0
372,448,4,5.011635,4.0,4.0
122,1044,5,3.442817,5.0,5.0
276,164,4,3.7173347,4.0,4.0
833,217,2,3.2872598,2.0,2.0
141,323,4,3.1494575,4.0,4.0
303,615,4,4.1967063,4.0,4.0
690,218,5,2.9816728,5.0,5.0
936,1086,3,3.8731718,3.0,3.0
546,347,5,4.1996107,5.0,5.0
788,810,3,2.7279477,3.0,3.0
394,455,4,3.7007973,4.0,4.0
738,88,3,3.495915,3.0,3.0
931,355,2,2.982496,2.0,2.0
77,222,4,3.0198722,4.0,4.0
639,740,4,3.1102924,4.0,4.0
411,182,3,4.366599,3.0,3.0
929,134,4,3.6931362,4.0,4.0
624,1010,4,3.5143054,4.0,4.0
903,443,5,4.0627766,5.0,5.0
